gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.9,33.7,No
Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.05,454.05,No
Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Electronic check,96.5,1392.25,No
Female,Yes,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.7,734.6,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.15,70.15,Yes
Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Electronic check,91.55,1540.05,No
Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),105.7,3181.8,No
Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,266.6,No
Female,No,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Electronic check,60.55,1982.6,No
Male,No,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),65.6,339.9,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.3,20.3,No
Female,No,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Electronic check,89.2,2383.6,No
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.65,69.65,Yes
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.3,89.3,Yes
Female,No,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Electronic check,74.8,1438.05,No
Female,No,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,25.15,99.95,No
Female,No,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,50.85,2036.55,No
Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,102.4,6444.05,No
Female,Yes,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Mailed check,96.3,1426.75,Yes
Male,No,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),55.5,767.55,No
Male,No,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,106.4,4040.65,No
Male,No,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Credit card (automatic),88.8,1672.35,No
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.2,474.8,Yes
Female,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Electronic check,35.1,446.1,Yes
Female,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,Bank transfer (automatic),80.05,1345.65,No
Female,No,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Electronic check,49.55,2077.95,No
Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,81.3,416.3,Yes
Male,Yes,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Bank transfer (automatic),66.4,1286.05,No
Female,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Mailed check,85.95,514.6,No
Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.45,1451.6,Yes
Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,71,71,Yes
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.6,330.25,No
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.05,746.5,Yes
Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.6,122.7,No
Female,Yes,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.55,2419,No
Female,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.05,470.2,No
Male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,70.3,Yes
Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),79.35,79.35,Yes
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),90.8,809.75,Yes
Male,No,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.45,1470.95,Yes
Male,Yes,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),34.3,577.15,No
Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,105.05,6914.95,No
Female,No,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No,Electronic check,51.4,96.8,No
Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,Electronic check,71.85,3827.9,No
Female,No,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,78.75,995.35,No
Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),70.4,154.8,No
Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.8,246.3,Yes
Male,Yes,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.1,1474.75,Yes
Female,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Mailed check,48.8,720.1,No
Female,No,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),50.55,2832.75,No
Female,No,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.65,472.25,No
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),70,153.05,Yes
Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),70.5,1165.6,No
Female,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,97.35,2119.5,Yes
Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.85,72,No
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.65,68.35,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44,44,No
Male,No,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25.9,135,Yes
Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.65,69.65,Yes
Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,75.4,1380.4,No
Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.6,1060.2,Yes
Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,86,86,Yes
Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Electronic check,29.6,79.45,Yes
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.3,275.4,No
Male,No,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,50.3,846.8,No
Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.6,4783.5,Yes
Male,Yes,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,50.25,2997.45,No
Male,No,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,51.65,524.5,No
Male,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),100.85,4740,Yes
Female,No,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,Mailed check,59.85,2341.5,No
Male,Yes,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,75.7,5060.85,No
Male,No,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),40.2,1448.8,Yes
Female,No,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,No,Mailed check,50.85,466.6,No
Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,78.95,1101.85,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.3,44.3,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,20.2,Yes
Male,No,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,No,Mailed check,60.9,414.1,No
Male,No,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,Mailed check,34.2,256.6,No
Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),85.2,3969.35,Yes
Male,No,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Electronic check,54.3,1296.8,No
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.95,59.25,No
Female,Yes,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,78.8,2006.1,No
Male,No,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),78.65,483.3,No
Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Electronic check,89.1,5618.3,No
Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,98,1237.85,Yes
Male,No,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.45,498.1,Yes
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105,294.45,Yes
Female,Yes,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,93.85,2381.55,Yes
Male,Yes,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Electronic check,59.9,788.35,No
Female,Yes,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84,613.4,Yes
Male,Yes,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,108.9,3625.2,No
Male,No,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,No,Mailed check,33.6,550.35,No
Female,No,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),34.85,1267.2,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,84.85,84.85,Yes
Female,Yes,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),95.3,5567.45,No
Female,No,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,No,Electronic check,44.95,3085.35,No
Female,No,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,Credit card (automatic),100.3,3541.4,No
Female,No,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,25.45,84.2,No
Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,50.7,50.7,No
Male,No,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),55,1165.55,No
Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,89.9,2806.9,Yes
Male,No,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),55.05,608.15,No
Female,No,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,No,Mailed check,35.9,35.9,No
Male,No,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),80.75,1321.3,No
Female,No,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Bank transfer (automatic),61.75,3024.15,No
Male,Yes,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),25.2,102.5,Yes
Female,No,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No,Electronic check,87.6,2724.25,No
Male,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,89.15,413.25,No
Female,Yes,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Credit card (automatic),55,757.1,Yes
Male,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.05,218.5,No
Male,No,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,89.75,608.8,Yes
Male,No,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,No,No,Electronic check,34.3,1004.75,No
Female,No,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Mailed check,84.25,3847.6,No
Female,No,No,No,22,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,50.35,1098.85,No
Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.15,1139.2,Yes
Male,Yes,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),79.15,827.7,No
Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.6,279.55,Yes
Male,No,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.7,3512.5,No
Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Electronic check,74.95,151.75,No
Female,No,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,105.2,4400.75,Yes
Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,89.75,552.65,No
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Mailed check,24.9,24.9,No
Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,82.85,460.25,Yes
Male,No,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Bank transfer (automatic),30.35,678.75,No
Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,103.85,5485.5,Yes
Female,No,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.35,683.75,No
Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,83.6,404.2,Yes
Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,74.55,233.65,No
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Electronic check,56.15,291.45,No
Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.45,254.5,No
Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),18.9,347.65,No
Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Credit card (automatic),91.5,242.95,Yes
Female,No,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),45.2,1841.9,No
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.45,232.1,No
Male,No,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Mailed check,94.9,360.55,No
Female,Yes,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Mailed check,29.3,355.9,No
Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.3,7299.65,Yes
Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,88.95,2291.2,Yes
Male,Yes,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),109.4,7031.45,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Mailed check,70.75,70.75,Yes
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,109.6,No
Male,No,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes,Mailed check,40.15,130.75,Yes
Male,No,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,65.85,902.25,No
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.45,2653.65,Yes
Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),99.4,5943.65,No
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20,275.7,No
Female,No,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,55,340.4,No
Male,No,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Credit card (automatic),61.55,1093.2,No
Male,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),45.9,521.9,No
Female,No,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Mailed check,49.5,1265.65,No
Female,Yes,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),73.8,4003.85,No
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Mailed check,45.3,45.3,Yes
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,94.95,178.1,Yes
Female,No,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.55,480.6,Yes
Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.8,251.25,No
Male,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,23.45,23.45,Yes
Female,No,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,54.1,1373,No
Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),49.8,49.8,No
Female,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,101.1,6039.9,Yes
Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),95,3440.25,No
Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Mailed check,50.65,151.3,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,55.4,55.4,Yes
Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,90.6,90.6,Yes
Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,86.85,156.35,Yes
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.65,67.55,No
Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),99.05,2952.85,Yes
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.75,294.9,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,19.95,No
Male,No,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,25.15,476.8,No
Female,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Mailed check,54.15,101.65,No
Female,No,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Yes,Mailed check,59.8,1130.85,No
Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Bank transfer (automatic),83.85,3532.25,No
Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Mailed check,75.3,1570.7,No
Male,No,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,Electronic check,66.65,520.95,No
Male,No,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,No,Electronic check,59.45,357.6,No
Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),102.25,1359,Yes
Male,No,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,39.9,2020.9,No
Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,95.05,4504.55,Yes
Female,No,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),53.4,3579.15,No
Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),24.9,49.7,No
Male,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),83.85,5588.8,No
Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.2,50.6,No
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,58,No
Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,104.2,5568.35,Yes
Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Electronic check,50.25,2203.65,Yes
Male,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,90,2024.1,No
Female,No,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,99.5,2369.05,Yes
Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,91.05,2871.5,No
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,71,672.55,Yes
Female,Yes,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Credit card (automatic),85.8,2193.65,No
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,19.65,31.2,No
Male,No,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Mailed check,74.35,533.6,No
Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,Electronic check,90.05,4137.2,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.25,79.25,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.9,44.9,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.4,19.4,No
Female,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),88.75,5348.65,No
Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.1,659.65,Yes
Male,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,Credit card (automatic),91,3180.5,No
Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Yes,Electronic check,29.65,118.5,Yes
Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,No,Electronic check,54.3,195.3,Yes
Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),95.15,997.65,Yes
Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,Bank transfer (automatic),55.7,2237.55,No
Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,358.5,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,80.5,80.5,Yes
Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Electronic check,55.65,2421.75,No
Female,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,74.7,1294.6,No
Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),72.2,305.55,Yes
Female,Yes,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Electronic check,80.7,374.8,No
Male,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),25.15,331.85,No
Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),95.25,3959.35,Yes
Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),95.65,5088.4,No
Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,85.75,470.95,Yes
Female,Yes,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,98.25,560.6,Yes
Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Mailed check,25.7,25.7,Yes
Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Credit card (automatic),89.4,5976.9,No
Female,No,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69,506.9,Yes
